post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,state,crawl_community,query_id,jenis_suara,weight_analisis,crawl_pipeline,engagement_rate
NS-8278e5e639ccb8c7,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMinAFBVV95cUxOaHVuRHd4ZkpuWTVraWZIWUEzSzRyczZGdF9qc09nbHdhYjh3OUhUYmlJRnhwU3dGVFZORkZDbEQ2Q21oZ2xsNzI4dHF1X05yM3J1czc2TC0yQ1NwNXhRWEc0N3BTTkJFaE5Hal9vSVl0S0dhcXdzdTgwTFBRZThOQ1QwSnR0MDhKTXpTOGZBLXg4djFmdVBGOWJTbG4?oc=5,2026-07-02 23:09:34,"Return to cast your ballots, young voters urged. Return to cast your ballots, young voters urged&nbsp;&nbsp;The Star",,en,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN57,media_india,,,0.0
JHR-e67299eaef663160,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOWkMxcndSWGF3bDJCVmhORmNoNktGS0VraW9TOW9mbDJZRkNlWFpZVFg3aDI5cVd0LV9qV0NzRXV3U29MWFM3SUNjV3YxUUQtZFBNUlFsVXB6MHJCblF1NlJvdmV2a3Q3T2pGTkExcEZpRkVRMk9iemlXVjBJVGxuSVcwZGtpeGhPWm00bm5VWm9xUm12SXZNLThtOTdVTUxpdEdYcElrS3FQdw?oc=5,2026-07-02 00:45:18,"Development for all 10 districts in Johor, says Onn Hafiz. Development for all 10 districts in Johor, says Onn Hafiz&nbsp;&nbsp;The Star",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN57,media_india,,,0.0
JHR-216709958cc95f61,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5UUy1LTDVzaVk5akM4QVNZRW1RMFd1TEpKQmN0Q2F2RVhTdWdTZHA1cFJUN25LY1NrMVV5YnpUOFNKNVRSLTE4QlhiV1FKUXVP?oc=5,2026-07-09 04:01:10,Azmin saran skim air percuma jika PN menang PRN Johor. Azmin saran skim air percuma jika PN menang PRN Johor&nbsp;&nbsp;MEXC,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN57,media_india,,,0.0
JHR-db298ed554e69fde,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiygFBVV95cUxOazJiT1pkMy1vU1JMZ0YwU0RIUWdBb3h0anR3NFV4T2d2bHA2QzNRN3lIVHRoaGd3alZHRk9uSWoxRDVTV2NYS1RyYUFvUlVsVjVMSk42TXV2MkpGYWxfbjl6dm80bTluMnkyWHZBQmpqLTlCeFMtR3ZqQnZaOVhhWXROMFM0SGE5TVJXalBoT0c2OUQ2NFM5a3habHZMTUZDQ3F2aEJwdldHajVadTdVajN2dVloNlNWS2owNDNJLURmWVdUZlVaZk9R?oc=5,2026-06-16 07:00:00,"Tough for other states to follow Johor’s high-wage move, says economist. Tough for other states to follow Johor’s high-wage move, says economist&nbsp;&nbsp;Free Malaysia Today",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
NS-729a3c7f30132bee,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQbEc5N2ZWMEcyVHZUcXRKYVNLUHljMFBBdUhrWEZHNFhKcGROQjltUk91X1NSdGw3dDhDSTVhcThPSUl5S0lrSkRsQVNOUF9meldKVWhrSjVURUwxMHRrSDdteEpURUpRRWpYaWxfaGFWSWg5NUlZdExib0lMRVp0OTNHYzFoSVVLTFlRTUgyR2hHR202N2hQSnp0U0x4bVZvV01LbkhtS29QMXVlUl9fYUJGdm5QeVZ2RUxB?oc=5,2026-06-30 07:00:00,"No pact with PAS, but we share a common foe, says Nur Jazlan. No pact with PAS, but we share a common foe, says Nur Jazlan&nbsp;&nbsp;Free Malaysia Today",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN58,media_india,,,0.0
JHR-783b8bbeff7684b7,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9GZGFfTFRVcmxYRzJrZ3k5MzZ1UVdJNF9jYU83Y21nX0kzM3lsb2lhdlFydkM2Ni1jS3I3dC1JcEdKckdFMTk1YlVJckNoSDl0dXRPRDhBS1NvZkpsT1ZUUDBn?oc=5,2026-07-09 23:33:43,"Johor gains when its people find work in Singapore, say economists. Johor gains when its people find work in Singapore, say economists&nbsp;&nbsp;Free Malaysia Today",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
NS-e1792f384a6630d7,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMijAFBVV95cUxPWkd6QnkyY21peVd4YWxicHhPT0lWMGpIU1FVMXFzTWNxN0RKeFF1WU1lM3Q4ZU1oNVd1Q3M4TVJsa1ZFRm1ldk1vaWF0NTVpbTdCaXVhR3NVbTd2QTR5eXBELWhQWkhwdFJDMzJ0d0lLS25YS1ZoZzBtbmdkSVlTNjRFeHgyVFdodUU3cw?oc=5,2026-06-15 07:00:00,Indonesian Migrant Workers Experience Violence Again in Malaysia. Indonesian Migrant Workers Experience Violence Again in Malaysia&nbsp;&nbsp;Kompas.id,,en,Seremban,NS-N21,Seremban,,,PAS Factor,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN58,media_india,,,0.0
JHR-65e01faa01700b14,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE44TFRRdUhPci1UcGI3MG5Ta1ZfdTdCeUpialhkU0czRXJrRFZUTjc4TDBidkxPU3JKWlNxa2Y3bndpbmp1Uy1CQ1dhb1lfejlkcFo4d1MtLWZSNkhjT0R4NjRB?oc=5,2026-07-03 00:33:17,PAS hedging bets on Bersatu for Johor polls. PAS hedging bets on Bersatu for Johor polls&nbsp;&nbsp;Free Malaysia Today,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
JHR-61f0391bb02ee009,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBoemRHWDRsaUllNV9JVWIzNzQ2azFTclVsYXR4ZjRGQTMtTW5abXJid3FqZHpRd0JuZlpVTzE3OFE2OEJDb0pac1VIR0hoTlF2bmVTUHRNUm5ld1E3SU9tVWp3?oc=5,2026-07-11 09:58:31,S’pore firm gives 30 Malaysian workers day off to vote in Johor. S’pore firm gives 30 Malaysian workers day off to vote in Johor&nbsp;&nbsp;Free Malaysia Today,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
JHR-66cc58bc934e67ba,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE51ZElZOGJsMzNYUkt6VmtkMlo3dk96RzNrVGJBRjVSZGhwbkk0MlVLM3ZqMGR4dnBHdEM3QlY4cHVtaS1ESU53NmlSaGJkWFBGcHlFcFUzcDhCTUF6Z1ZYenp3?oc=5,2026-07-12 06:46:05,"Kejayaan terbesar PAS di PRN Johor tamatkan riwayat Bersatu, kata Puad. Kejayaan terbesar PAS di PRN Johor tamatkan riwayat Bersatu, kata Puad&nbsp;&nbsp;Free Malaysia Today",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
JHR-ed20795a41a6743c,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE0xaV9XQk82bzZSdUtaUU9VbjV0d3MzSFQ2TnNPOU1SRFc4bW1PNHFmMllySFVHZk9wSWJEUTRrcHgySlJPWHRrMnVGMGFVQXhO?oc=5,2026-07-09 06:38:23,"Lebih 300,000 dijangka pulang mengundi di Johor. Lebih 300,000 dijangka pulang mengundi di Johor&nbsp;&nbsp;MEXC",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN58,media_india,,,0.0
NS-7e02c57d90f42f05,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1NZkZwRW9XVUhFbk1yclNHOGR1d2pYUjB6OHd3YW9DcWFJQ0l1SW9aekJVcDJWd1pzb3hDNllSQVBmZjRpb1Z5cWFCdFFZR24x?oc=5,2026-07-09 04:42:57,"Pelaksanaan e-invois, caruman KWSP pekerja asing akan dikaji. Pelaksanaan e-invois, caruman KWSP pekerja asing akan dikaji&nbsp;&nbsp;MEXC",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN58,media_india,,,0.0
NS-976ad482c80faf42,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiywFBVV95cUxNdVV5QS14Q0EzU2ZaYm1QWUN1Wmk2R0Z4NHc0ZUlYOFdtMjJMWTdMQ3o0elRVTHBESXlFdWRPT3d6Z1pud2FZT2F3eDU4dldyNjhxSmhBdUpwNlNCdEI5eV9CRDViWE1oNGZicGNRUkRWVk1YZVRrUEhKS2I2MjlSSTlFa0hIV3RLY1d4dEdIdUhLczdPTHNRZWxkVHQ0dS1DODNUMG9abjBoZFE3OE9Cc3F0VWJJaDhranJWd2VoUEN4Yi1VRjVzNDJpQdIB0AFBVV95cUxNWUJ6bDdtSzlkS0VjdXM3cXhQc0xYTF9PRjQ0RGMtcUpnWHJxMFl3d2ZxbHU3aTNJUnVXY1U4SWRXSnVqWmpidW95VV96eVhiLThMc20yLW1WeGNEempJV2hhRjU3ekNscnVtZUhVdUV1ekp2RHJQamZ5WXhEZjQ3Wks2eXY4T3lBN3ZfaGFWX2xqdWFZaHlieExFMnc0cGZaOUtIT1JHYVV2TmdCXy1zUFhITFBkcEx5bXZuQ3ZOZUp0cTNsVUZoTk5NVWpBd1JR?oc=5,2026-06-16 07:00:00,Penang to spend RM2.9b on water infrastructure as consumption set to surge. Penang to spend RM2.9b on water infrastructure as consumption set to surge&nbsp;&nbsp;Malay Mail,,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN61,media_india,,,0.0
NS-d35d6d8a7cf19e11,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiUEFVX3lxTE45dVZ1cHZZOGNZeXNyUlFGdC1BRm51RU9TNHlqcUZuZF9RUTBSc1ZhWmNjYVRIdkxHMDJkOHI3dUhhcVdKZWlPUjdINnhOTkZD?oc=5,2026-07-09 04:58:29,"Calon PN bawa isu infrastruktur, Asli perjuang tanah adat di Endau. Calon PN bawa isu infrastruktur, Asli perjuang tanah adat di Endau&nbsp;&nbsp;MEXC",,ms,Seremban,NS-N21,Seremban,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN61,media_india,,,0.0
JHR-0e00b4fbd15106b7,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMimAFBVV95cUxPVE4zdkptbFpaMFN2SUFxaEFSQXNHWUhRR2F5MTZoZHRNNW1NVlBRbUQzaHhfY0lVT2R1bTdXZ1pJU3NlWHFxMkVQX0lHaFBvTFg3RTM4SVFtS0JpQ0FnU3MwUjdmQWxfemJIN2VMNHNFbkhsZnFnNFZXekw0cGEwWVFuN3BBVjRWOHNVeHBNaWwyWHJoNVUzUg?oc=5,2026-06-24 07:00:00,Residents in Johor Bahru cry foul over smelly river. Residents in Johor Bahru cry foul over smelly river&nbsp;&nbsp;The Straits Times,,en,Johor Bahru,JHR-N48,Johor Bahru,,,SME and Business,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-1fc56cbb10152d18,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMihgFBVV95cUxQM0FKMFFMVWw0ZkRFcDZrRk83WjNISTRIRjJmNFpkWlhPMVJvb25HX0FxQ1FvWlhSMEx4M3B0WFZsemNSM0FnRncwWThOMFp3NW16QTNUMjdaUXdmcGk0eXVZaWRhMFBSRDA4dXY5N0Y1ZDRiTHJXVHZYZWZRMDA5aTFzVHN2Zw?oc=5,2026-06-16 07:00:00,City housing transformed. City housing transformed&nbsp;&nbsp;The Star,,en,Seremban,NS-N21,Seremban,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
NS-69de745688daf807,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBzQ0R2elp3WkN6cEZVb3FYUzRIRlR5X3lPRWhkUWpvUXJfOGhfUk5fV01vR2QzNTFIS2VpZU9iT2t6bDRwT0ZNZzBBb0hjaDlQOUVFTw?oc=5,2026-06-13 07:00:00,"Unity Week 2026: Rumah KAMI, Perkampungan Rumah Etnik Showcase Malaysia's Cultural Diversity. Unity Week 2026: Rumah KAMI, Perkampungan Rumah Etnik Showcase Malaysia's Cultural Diversity&nbsp;&nbsp;Bernama",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
JHR-5b72ac5b5dfdc9de,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNRldHYXdUM3I3eGtfc2lHODZsZW9VOVJ3U3J2VGhyYzZWdUo0dFhQNnJIZjlVV0wxeWQwT1N5V2Z1YUh5cmNsZWZtSXE0aWJmVU5BNjZTa1F0eGo3bWl1dXRva21XcGhYSHFmSHNTVDBLSk8wSkUybkU0RzM2MUgtdXpPVlAwTU9YZnZGcDdFYWF5cDdtVzRFMC1DTU5kTTFUUC1GeTdVendkQ0dSVzVEbUxBcWhleWlONFZV0gHAAUFVX3lxTE1jQVAzV2hhd3MzQWdDellIQVhxVVNSdGFNdDU2ZlIzakM0bU1OMko5blR3a2hEWW9wNDJkaUxlVVNELV94MDR2eTFUTDViSDFBUTVVUEtrVFJPUGRBZDNNZlRqNzA3ZzhmaDcwNHZ1Tk1YcjA0cGdrSjY1OW51bVlTNTEtanlGTkMyeExpenVaN0RmeS1nZ3pkRk9FXzVUSUFFODJ6WFJjOWpYLVFubWU5SG5heUlGR1Foa1dnVDhMWg?oc=5,2026-07-09 06:18:43,"Johor polls: Johor housing model delivers more than 21,000 affordable homes, says Jafni. Johor polls: Johor housing model delivers more than 21,000 affordable homes, says Jafni&nbsp;&nbsp;NST Online",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-9a60366c697cf000,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMizwFBVV95cUxPbUpvLW5odnhRdkoxQ2dZaktGOXhicGlYNEZOWFhmaTNPMWFKdW1kSlE0YjlsSjBtamdjc295VlJfaXcxZVBucDFYeGFSRXB4NWQwUG9ONzN3blRWTFFqaWZzYXRLLTZNV3ZfTlpPOHl3R2lURVI4OENIV3pPSV80U0l3bWozV1dlaHNfcWxSdHhWWDlzbk9FT0NuRVVnNExHX2x6b3QyR3VmYzUtQ1VFcWlfQWp1VzNYN3VDVHd5ME04bUs4SXpidjZHY252WVE?oc=5,2026-06-25 07:00:00,"Putrajaya earmarks RM216mil to improve housing, public wellbeing in Johor. Putrajaya earmarks RM216mil to improve housing, public wellbeing in Johor&nbsp;&nbsp;Free Malaysia Today",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-269fcbcfc3e0a393,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiogFBVV95cUxQUENuV2ZzbGdjR0llNVp0anhDbkVjeS1GdnR4a2QwdTBlQ2M4NXk3cGRLN3Jfbzhhem82QjRjb0Ryc3F4VXlBU2hCY1dMb0dnTW53OTB2eDhfRVNSMEJTSmp6NmxuNEpDMXV4ZmVfa0FKRGZmTzhZSWd3aUNBMTI3OXhLSTAtM25ITzFSWWFXenNMd05ITTFNSGFwcDZvRGhNTEE?oc=5,2026-06-19 07:00:00,"Johor booms, but uneven growth and housing costs loom over state polls. Johor booms, but uneven growth and housing costs loom over state polls&nbsp;&nbsp;CNA",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-31f48747b613fa2e,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMivwFBVV95cUxQNXZuMU1xVVM3RWE3UmRmMlRVeklrNThoZW1sQzNBSWU2YzhrbU5qRXdIT3Q4RUNZQU9EbEZMRUMxcFFzZmhGV0RHVlpKRmpPRGpiQVBab290VVJIOWE2ZTlLRThHSTNjcEQ0RmVZeklVZHNWVURtM0F2ZUprazRmUVczbDRqeTRyVWt0cW5JdEJSdi05WGNGTWZZbnpGemZXYmR2U1RRVkQ3RWdQLXhMVWktX3FGMkR6dU40ZFhKcw?oc=5,2026-07-03 08:52:26,KPKT channels RM17.97 million for Johor housing maintenance. KPKT channels RM17.97 million for Johor housing maintenance&nbsp;&nbsp;The Sun Malaysia,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-3b2f0154468c7809,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOUEdKRGRYTWJrRmFYRXV4MXZaSEcyVFFlOGtPUmt0WXJNM2VvU0YyV2ZLczBaU0xQR092b0ExVVdlNjh6ME1CQi1OelZ4LThzTWVGMW5IU2JoWHV5T25XNHBEbHJVVEd1a0p3OXMyU2NyUlNkaGtzTVQyRG9TZjd0Ym1heVJ3cXQyaXQ4UkdvdFllZUcwWXR3TGh5TW15VDdCdTh3TXJ3cG5pWWlTTktzc3NFa1NlQjVTUldSZTFnSnNhSEtrTWZkeVVDQk1OX0FMTHZlcWQ0LS1oQTNnRjBJOW4yaWFkdDEzMXdlRVdxUEFnUdIB9wFBVV95cUxQaVdrajM2WDlLdWFLb1hPUjJwanBqSVAwTUpIQ2JQZmdsaGVPN1lvYklKd180Zm9mMlZLYkVrSGg5SnBSNmxtck9KWC1wVWQ0YnRLUEc3N2x4akdvbmphTG5pZkRLZ1N2NmVJTUNGVWJuSmJxOFJfSVNwMlZJUU91aHBmdG1MQU5XaWlZUVg0X085SEh6TDMzMFQ3WVl3MnJLVjFUa3hUU0l0eVVmRkhMLVZsTE5mTHZXekdMY05MWGtteG1IX1E5UFFPR2tUZlpZZE5VeWNHdEExQ0JvR0ZDMlk1ZEoyNkpDYVZiZHZudVI4SWFTSWFF?oc=5,2026-06-16 07:00:00,"Geng Suka Bersih: Malaysian writer turns PPR litter problem into art, then into a cleanliness revolution. Geng Suka Bersih: Malaysian writer turns PPR litter problem into art, then into a cleanliness revolution&nbsp;&nbsp;Malay Mail",,ms,Seremban,NS-N21,Seremban,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
JHR-ee9afd4228858738,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOY09ycWt4UVhJSG96bkhkbmdDSEVQV0d2bFY4eGJGR0hOSUtkSnV5d0cwbjFtVU9RUGhmVzgwQzJxbjJLWVNmQnRWN3NNXzJJY2lvaFpWSGZFeFFOSEdJbFJVT2hUemVKUGlQdzlaUlJyME9ZdGlnV1FmVmRGR2dVUldaeGpqUHRVaWVQQ1NEcUFrODZqUFFLVWEwb2xEdzNvaU83Vm81dXRTcEhFUUEtOWs4dWgtN0gtUVhV?oc=5,2026-06-20 07:00:00,Rumah Batik Wangsa a popular attraction for visitors to Mersing. Rumah Batik Wangsa a popular attraction for visitors to Mersing&nbsp;&nbsp;Sinar Daily,,en,Mersing,JHR-N33,Mersing,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-79c02dbd71997f2b,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQT1VCWlRvOE9EaXZXUlNEaXRCandzZzAxOTlCeFI3a01JOE5NZlZSRHBWUHBMMm0tWmdYOEdfQkRYT0Nhbzg5a0R3cV9hcWdBcUFzTGk5MTR3ckhJY1ZobC13UGIydDB4c0Q0TDY5enhEZTQta2ZYR2NYd202OF9NUXNlXzNMUWZraFVqOW44czROak1QaF9tTnlmVW1lckluUXhROVo0OV9wV1NIbmZwRkdmNmpEZTVC?oc=5,2026-07-08 03:30:36,"High-paying jobs, affordable housing attract Johor voters. High-paying jobs, affordable housing attract Johor voters&nbsp;&nbsp;Free Malaysia Today",,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-50300a10ecd5b533,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTFA1cllJZlJJMzA4ekJhbUZPR21GQzl4VzN2RFhxdk9INTBobEdkbjY0aUlCN1BEdzlHYk0ybjBjX1l5eGRvLV94d3BUa19ZdUs0WjlqZk1vSlhFYzFDZU5lS0hB?oc=5,2026-07-02 19:00:33,Johor Polls: BN Hopes For PAS Support In Bersatu-Contested Seats - Ahmad Maslan. Johor Polls: BN Hopes For PAS Support In Bersatu-Contested Seats - Ahmad Maslan&nbsp;&nbsp;Bernama,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Gerakan and PN,nan,0.4,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-694c4226076a0f73,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMixAFBVV95cUxONnp6N25QRnBEdGdMWVhEV0xlMEVxaWRfZWNEZUlndWc5Zl9jYXNiYnozbVJ5QlhtUUFWVmptbHcwY1FKYmJ1VFVTd2M1Wkl1enduY3BoNFVHU2dWa3R4MFJuQ0ZjbXJMUUFJQVVoUndoNWo4UnAwaEFGTURTbVAyWDE0RGZJaFBiQ2pyazk1UndPVV9JNHFHT1pSdnpNQ0dCQzYzSTZnZ2FjUEUzOWp6OU5zRkRKZHJPcUtZOWJnRXAzNDVu?oc=5,2026-06-29 07:00:00,Johor polls: Onn Hafiz defends move to field ex-PN candidate Alwiyah in Endau. Johor polls: Onn Hafiz defends move to field ex-PN candidate Alwiyah in Endau&nbsp;&nbsp;The Star,,en,Johor Bahru,JHR-N48,Johor Bahru,,,Gerakan and PN,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-78bc08b25e013285,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQSU1WTG11QmZxbHNQdDBqQWVEMHAtNWFvZ0ZoWFluLVdUa0JPeHZfeVpNSWtOamRkNGlOUUpSemYtQVpZNGdGQWtPNnRQMFNid0x4LWNiQ0ZLdzJGNGs5TmlhMGMtbHRBMGc0Mnd4N3RiQldXMXFwNXFoU0J3UGxTM1VSbjVuNDFRR0lpdWt5SU9hR0RmbGpRQTBaVVV5V0VmOGhkNGJNNnpnWHlacVlOTWZMc3BaY3NGU2hoNzh1RmlHT1psaHJwMDdpRjJONWlrYUhnZ1BUNUJRa2kwNDBoY3JnONIB6AFBVV95cUxOR3dSSTNNVTVBdDd4bzk0eTRHT0drNG1hUlkzakR5b3VPSUkxYWpKZnA2cm4tcjlUTWdZc0w2VUNVbGpuU1JFekx1QnNjcGdhM2ZXX00zaEx4ZmRXaTV6cWtId284UUVBOUZaVE8tNlhuMlZiVmEzODN3VnZrNk5XSVJOak50YnJvRENUdURDc2FxdXJuaW8xMHpxN2lDaFozazA3by0tc20waFVXNkctVGxPdTJlRVg1cm56QWhIT2tEVFZWMTdYZmRjaXk3MDYzbVdWbGhaTERNbzB6aWV2N2tqNnc1Tmlo?oc=5,2026-07-06 23:01:18,From Singapore commutes to affordable housing: What Johor election manifestos promise voters. From Singapore commutes to affordable housing: What Johor election manifestos promise voters&nbsp;&nbsp;Malay Mail,,ms,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
JHR-6a66c72ea74d8b6a,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMi7wFBVV95cUxQWHJ4TmpTcXpURmhjMFlIMmZjVGZpOTdkVlNvbFFQVHEtZ3JVYW9JdVRZb0RMd2UtWWNIeW5WRVNySmR5cGYtaE1yOGRUNTJBaGVXdUN6VEFNMGZxc1NvbTY0OGFTVzRIWW5hS19NMDhsX3lwRnBLUVRDTnZCekFIZXZxb2dXTFJBSXdYTDlTZUpMTlJZbWJOcnE0T3FkRFpGdElSdWRCNW53SjFfNENzempUanhTVm9WVDFWTGQ0M0M1RG02QVJ2U0p3LWdXWW5xZEQ4NEJGZTRUVC1zWUlIRmxhRXNaUXhQSlNoVm00MA?oc=5,2026-06-25 07:00:00,"Federal govt allocates over RM216mil to strengthen Johor’s public housing, facilities under 13MP, says minister. Federal govt allocates over RM216mil to strengthen Johor’s public housing, facilities under 13MP, says minister&nbsp;&nbsp;The Star",,en,Johor Bahru,JHR-N48,Johor Bahru,,,Housing,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,india,IN62,media_india,,,0.0
NS-8b23870435055b5d,Indian online media,post,Media,Indian Media,https://news.google.com/rss/articles/CBMiekFVX3lxTE1ETjhhVXN0dXF6Snh6UnlCNlRjeG0xWW1QYkJIWjBYSEVERWpYdWhGMWU5N21RSXRKdHdIcUZCdUxfRGJ1VUFLMlV6TkNIZUtBUWFLVFA4LUtiOElKVHpzNmxNSmxOQ2o2REIxNkxhOVc0YWpqdDlIdWRB?oc=5,2026-06-28 07:00:00,"79,260 RMR Homes Completed Nationwide Since 2002 - KPKT. 79,260 RMR Homes Completed Nationwide Since 2002 - KPKT&nbsp;&nbsp;Bernama",,ms,Seremban,NS-N21,Seremban,,,Other,nan,0.0,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,india,IN62,media_india,,,0.0
