post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level
N9CN-00128,Instagram,NS华人资讯站,Organisation,Community Page,https://example.com/post/128,2026-05-21 09:07:15,独中拨款和华文教育仍是热点。 #Seremban,Peruntukan sekolah Cina independen dan pendidikan Cina masih isu panas. (Seremban),zh-TW,Seremban,N21,Seremban,,,Chinese Education,neutral,-0.24,anger,78,343,0,25159.0,421,,oppose,,support,False,False,False,Low
N9CN-00129,Instagram,Influencer_Amy,Media,Government Agency,https://example.com/post/129,2026-06-08 21:01:09,独中拨款和华文教育仍是热点。 #Jelebu,Peruntukan sekolah Cina independen dan pendidikan Cina masih isu panas. (Jelebu),zh-CN,Jelebu,N02,Jelebu,PAS,Calon BN,Chinese Education,positive,0.05,trust,613,606,290,,1509,neutral,neutral,support,neutral,False,False,False,Medium
N9CN-00130,Community pages,Public User_4821,Media,ADUN,https://example.com/post/130,2026-05-08 15:38:06,年轻首投族更关注就业和房价。 #Lobak,Pengundi muda first-time lebih fokus pekerjaan dan harga rumah. (Lobak),zh-TW,Lobak,N11,Seremban,PAS,Anthony Loke,Employment,neutral,0.79,fear,989,548,183,14107.0,1720,neutral,support,neutral,oppose,False,False,False,Low
N9CN-00131,Facebook,NS华人资讯站,Organisation,Political Party,https://example.com/post/131,2026-05-06 21:30:11,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,[BM] Campuran: 森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,mixed,Port Dickson,N29,Port Dickson,Gerakan,Anthony Loke,Local Government Services,neutral,0.77,fear,254,414,231,36552.0,899,support,oppose,support,support,False,False,False,Low
N9CN-00132,Facebook,Port Dickson Talk,Political,Political Party,https://example.com/post/132,2026-05-25 02:01:44,PH和BN合作讨论，网上议论纷纷。 #Nilai,Perbincangan kerjasama PH dan BN — perdebatan sengit online. (Nilai),zh-TW,Nilai,N10,Seremban,Gerakan,Local ADUN,PH-BN Relationship,neutral,-0.02,anger,753,339,62,,1154,oppose,oppose,,neutral,False,False,False,Medium
N9CN-00133,Chinese online media,Harakah Digital,Individual,Influencer,https://example.com/post/133,2026-05-13 02:16:41,马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,mixed,Rasah,N22,Seremban,UMNO,Calon PN,Cost of Living,negative,-0.28,sadness,3375,563,245,,4183,,oppose,oppose,,False,False,False,Medium
N9CN-00134,Facebook,MCA N9 Community,Organisation,Community Page,https://example.com/post/134,2026-05-08 17:58:34,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Seremban Jaya,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Seremban Jaya)",zh-TW,Seremban Jaya,N24,Seremban,PH,Calon PH,Local Government Services,neutral,0.76,surprise,240,797,143,,1180,support,neutral,,oppose,False,False,False,Low
N9CN-00135,Community pages,Nilai Residents,Community,Community Page,https://example.com/post/135,2026-06-10 14:49:20,波德申旅游季，本地商家希望州政府多宣传。 #Bukit Kepayang,Musim pelancongan Port Dickson — peniaga tempatan harap kerajaan negeri lebih promosi. (Bukit Kepayang),zh-TW,Bukit Kepayang,N21,Seremban,,Anthony Loke,SME and Business,neutral,0.34,trust,2939,605,14,23547.0,3558,support,neutral,neutral,support,False,False,False,Low
N9CN-00136,Facebook,Harakah Digital,Media,MP,https://example.com/post/136,2026-06-07 14:12:08,Chinese community in Negeri Sembilan discusses local council performance. — Kuala Pilah,Chinese community in Negeri Sembilan discusses local council performance. — Kuala Pilah,en,Kuala Pilah,N18,Kuala Pilah,Amanah,Local ADUN,Local Government Services,neutral,0.62,surprise,1650,133,174,21706.0,1957,,support,oppose,oppose,True,False,False,High
N9CN-00137,Chinese online media,Sin Chew NS,Organisation,Influencer,https://example.com/post/137,2026-05-11 20:05:24,马口小贩反映市议会执法太严，生意难做。 #Bahau,"Penjaja di Bahau keluh penguatkuasaan majlis perbandaran terlalu ketat, sukar berniaga. (Bahau)",zh-TW,Bahau,N08,Jempol,PAS,Local ADUN,SME and Business,negative,0.47,fear,3991,664,162,,4817,neutral,neutral,support,,False,False,False,Critical
N9CN-00138,TikTok,Public User_4821,Individual,Government Agency,https://example.com/post/138,2026-05-16 12:15:58,马口小贩反映市议会执法太严，生意难做。 #Jelebu,"Penjaja di Bahau keluh penguatkuasaan majlis perbandaran terlalu ketat, sukar berniaga. (Jelebu)",zh-CN,Jelebu,N02,Jelebu,Amanah,Calon BN,SME and Business,negative,-0.98,anger,1809,654,289,,2752,neutral,support,oppose,oppose,False,False,False,Low
N9CN-00139,Instagram,Seremban Voice,Individual,Community Page,https://example.com/post/139,2026-05-08 21:30:30,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Lobak,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Lobak)",zh-CN,Lobak,N11,Seremban,,,Local Government Services,neutral,0.11,trust,3437,170,211,25319.0,3818,support,oppose,neutral,,False,False,False,Low
N9CN-00140,Facebook,Seremban Voice,Media,Chinese Media,https://example.com/post/140,2026-05-08 15:02:21,独中拨款和华文教育仍是热点。 #Bukit Kepayang,Peruntukan sekolah Cina independen dan pendidikan Cina masih isu panas. (Bukit Kepayang),zh-CN,Bukit Kepayang,N21,Seremban,MCA,Anthony Loke,Chinese Education,negative,-0.18,sadness,2768,608,314,46670.0,3690,oppose,oppose,oppose,neutral,True,False,False,Critical
N9CN-00141,Facebook,NS华人资讯站,Organisation,Political Party,https://example.com/post/141,2026-05-10 16:38:16,马华能否在州选中重新获得代表性？ #Lobak,Bolehkah MCA regain representasi dalam PRN negeri? (Lobak),zh-CN,Lobak,N11,Seremban,UMNO,Calon PN,MCA Relevance,neutral,0.08,trust,1258,55,184,,1497,,support,oppose,,False,False,False,Medium
N9CN-00142,Community pages,N9 Biz Watch,Community,ADUN,https://example.com/post/142,2026-05-11 23:35:28,Chinese school funding remains a key narrative online. — Rembau,Chinese school funding remains a key narrative online. — Rembau,en,Rembau,N26,Rembau,PKR,Anthony Loke,Chinese Education,positive,0.68,surprise,3174,189,189,24709.0,3552,support,support,oppose,,False,True,False,Medium
N9CN-00143,Chinese online media,NS华人资讯站,Community,Political Party,https://example.com/post/143,2026-06-11 10:54:43,独中拨款和华文教育仍是热点。 #Jelebu,Peruntukan sekolah Cina independen dan pendidikan Cina masih isu panas. (Jelebu),zh-TW,Jelebu,N02,Jelebu,PAS,,Chinese Education,positive,0.93,joy,4280,428,274,31618.0,4982,neutral,neutral,neutral,neutral,False,False,False,Medium
N9CN-00144,Instagram,Harakah Digital,Political,Government Agency,https://example.com/post/144,2026-05-05 05:23:39,马华能否在州选中重新获得代表性？ #Temiang,Bolehkah MCA regain representasi dalam PRN negeri? (Temiang),zh-CN,Temiang,N12,Seremban,Bersatu,Local ADUN,MCA Relevance,positive,0.38,neutral,3566,206,321,,4093,support,,support,,False,False,False,Low
N9CN-00145,Instagram,Public User_4821,Political,Public User,https://example.com/post/145,2026-05-13 19:44:29,假消息说某候选人退选，请勿转发。 #Temiang,Maklumat palsu kata calon tarik diri — jangan kongsi. (Temiang),zh-TW,Temiang,N12,Seremban,MCA,,Candidate Performance,neutral,-0.08,joy,865,576,399,,1840,neutral,,support,,False,False,False,Medium
N9CN-00146,Community pages,MCA N9 Community,Organisation,Community Page,https://example.com/post/146,2026-05-05 18:25:53,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Bahau,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Bahau)",zh-TW,Bahau,N08,Jempol,BN,Calon PN,Local Government Services,negative,-0.11,neutral,3051,20,172,20361.0,3243,oppose,oppose,,support,False,False,False,Medium
N9CN-00147,TikTok,Harakah Digital,Community,ADUN,https://example.com/post/147,2026-05-20 13:58:39,SME owners in Nilai worry about rising costs ahead of state election. — Rahang,SME owners in Nilai worry about rising costs ahead of state election. — Rahang,en,Rahang,N22,Seremban,PAS,Anthony Loke,SME and Business,negative,-0.61,neutral,3968,777,264,4183.0,5009,neutral,support,neutral,support,False,False,False,Medium
N9CN-00148,Community pages,Nilai Residents,Community,Government Agency,https://example.com/post/148,2026-05-09 14:53:59,行动党在森州的表现，华社有不同看法。 #Repah,Prestasi DAP di Negeri Sembilan — komuniti Cina ada pelbagai pandangan. (Repah),zh-CN,Repah,N36,Jempol,BN,Local ADUN,DAP Performance,negative,-0.67,fear,3017,475,258,8618.0,3750,support,oppose,support,,False,False,False,Critical
N9CN-00149,TikTok,Public User_4821,Organisation,ADUN,https://example.com/post/149,2026-05-24 00:21:47,假消息说某候选人退选，请勿转发。 #Rasah,Maklumat palsu kata calon tarik diri — jangan kongsi. (Rasah),zh-TW,Rasah,N22,Seremban,PH,Anthony Loke,Candidate Performance,negative,-0.5,neutral,1813,662,115,18134.0,2590,oppose,oppose,,,False,False,False,Medium
N9CN-00150,Chinese online media,Sin Chew NS,Community,Community Page,https://example.com/post/150,2026-05-28 06:08:41,Chinese school funding remains a key narrative online. — Lukut,Chinese school funding remains a key narrative online. — Lukut,en,Lukut,N30,Port Dickson,BN,Local ADUN,Chinese Education,positive,0.59,joy,4265,638,203,981.0,5106,support,oppose,oppose,oppose,False,False,False,Medium
N9CN-00151,Instagram,Port Dickson Talk,Political,ADUN,https://example.com/post/151,2026-05-13 14:15:12,MCA Negeri Sembilan adakan program dialog komuniti Cina. (Seremban Jaya),MCA Negeri Sembilan adakan program dialog komuniti Cina. (Seremban Jaya),ms,Seremban Jaya,N24,Seremban,PKR,Calon PH,MCA Relevance,positive,0.62,sadness,1968,58,307,21444.0,2333,neutral,oppose,neutral,,False,False,False,Medium
N9CN-00152,X,Public User_4821,Individual,Chinese Media,https://example.com/post/152,2026-06-02 23:55:20,汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidu,mixed,Lukut,N30,Port Dickson,PKR,Local ADUN,Cost of Living,negative,-0.55,neutral,1483,300,49,49056.0,1832,oppose,,oppose,oppose,False,False,False,Medium
N9CN-00153,YouTube,N9 Biz Watch,Political,ADUN,https://example.com/post/153,2026-05-19 12:40:36,汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,[BM] Campuran: 汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,mixed,Seremban Jaya,N24,Seremban,UMNO,Anthony Loke,Cost of Living,negative,-0.73,anger,439,649,298,41175.0,1386,oppose,,,neutral,True,False,False,Medium
N9CN-00154,Community pages,Seremban Voice,Organisation,Influencer,https://example.com/post/154,2026-05-24 18:23:55,汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 #Bahau,"Kawasan kilang Nilai — harga barang naik, pemilik PKS merungut. Komuniti Cina prihatin kos sara hidup. (Bahau)",zh-TW,Bahau,N08,Jempol,Bersatu,Calon PN,Cost of Living,neutral,0.26,joy,1448,320,324,,2092,,,support,support,False,False,False,Low
N9CN-00155,TikTok,Seremban Voice,Political,Community Page,https://example.com/post/155,2026-05-16 03:36:49,伊党因素让部分选民担忧。 #Jempol,Faktor PAS membuat sebahagian pengundi bimbang. (Jempol),zh-TW,Jempol,N08,Jempol,DAP,Anthony Loke,PAS Factor,neutral,-0.22,trust,2639,775,271,,3685,oppose,oppose,,oppose,False,False,False,Medium
N9CN-00156,TikTok,MCA N9 Community,Individual,Political Party,https://example.com/post/156,2026-06-05 07:12:47,行动党在森州的表现，华社有不同看法。 #Tampin,Prestasi DAP di Negeri Sembilan — komuniti Cina ada pelbagai pandangan. (Tampin),zh-TW,Tampin,N34,Tampin,UMNO,,DAP Performance,negative,-0.27,surprise,2942,768,96,,3806,support,,oppose,support,False,False,True,High
N9CN-00157,Instagram,Public User_4821,Individual,Community Page,https://example.com/post/157,2026-05-15 14:49:33,PH和BN合作讨论，网上议论纷纷。 #Rasah,Perbincangan kerjasama PH dan BN — perdebatan sengit online. (Rasah),zh-CN,Rasah,N22,Seremban,DAP,Calon PH,PH-BN Relationship,negative,0.21,anger,948,426,227,36366.0,1601,,support,support,oppose,False,False,False,Medium
N9CN-00158,Instagram,芙蓉街坊,Organisation,ADUN,https://example.com/post/158,2026-06-03 09:48:56,年轻首投族更关注就业和房价。 #Lobak,Pengundi muda first-time lebih fokus pekerjaan dan harga rumah. (Lobak),zh-CN,Lobak,N11,Seremban,PH,,Employment,positive,0.57,trust,2154,535,103,27353.0,2792,,neutral,support,support,False,True,False,Low
N9CN-00159,Chinese online media,Seremban Voice,Individual,ADUN,https://example.com/post/159,2026-05-21 16:19:13,DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Lobak),DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Lobak),ms,Lobak,N11,Seremban,BN,,DAP Performance,neutral,0.81,surprise,2163,475,25,,2663,neutral,oppose,oppose,,False,True,False,Medium
N9CN-00160,Community pages,DAP NS Updates,Individual,Political Party,https://example.com/post/160,2026-06-01 11:57:39,行动党在森州的表现，华社有不同看法。 #Seremban Jaya,Prestasi DAP di Negeri Sembilan — komuniti Cina ada pelbagai pandangan. (Seremban Jaya),zh-CN,Seremban Jaya,N24,Seremban,Gerakan,Calon PN,DAP Performance,negative,0.45,neutral,932,410,204,18314.0,1546,neutral,support,,,False,False,False,Low
N9CN-00161,Facebook,N9 Biz Watch,Media,ADUN,https://example.com/post/161,2026-05-03 05:33:41,SME owners in Nilai worry about rising costs ahead of state election. — Jelebu,SME owners in Nilai worry about rising costs ahead of state election. — Jelebu,en,Jelebu,N02,Jelebu,PN,Calon PN,SME and Business,negative,0.74,sadness,236,700,372,9062.0,1308,neutral,oppose,support,,False,False,False,Low
N9CN-00162,Instagram,DAP NS Updates,Individual,Public User,https://example.com/post/162,2026-06-11 08:30:06,Chinese school funding remains a key narrative online. — Mambau,Chinese school funding remains a key narrative online. — Mambau,en,Mambau,N23,Seremban,Bersatu,Local ADUN,Chinese Education,negative,-0.52,fear,3152,152,285,40667.0,3589,support,neutral,,,True,False,False,Critical
N9CN-00163,Facebook,Harakah Digital,Community,ADUN,https://example.com/post/163,2026-05-21 00:24:33,年轻首投族更关注就业和房价。 #Mambau,Pengundi muda first-time lebih fokus pekerjaan dan harga rumah. (Mambau),zh-CN,Mambau,N23,Seremban,Amanah,,Employment,neutral,0.73,sadness,3670,90,255,8279.0,4015,oppose,neutral,,oppose,False,False,True,Critical
N9CN-00164,Facebook,芙蓉街坊,Media,Community Page,https://example.com/post/164,2026-05-11 18:21:14,波德申旅游季，本地商家希望州政府多宣传。 #Lukut,Musim pelancongan Port Dickson — peniaga tempatan harap kerajaan negeri lebih promosi. (Lukut),zh-CN,Lukut,N30,Port Dickson,PN,Calon PH,SME and Business,negative,0.04,surprise,4588,785,317,47466.0,5690,support,support,neutral,,False,False,False,Medium
N9CN-00165,Instagram,Nilai Residents,Community,Political Party,https://example.com/post/165,2026-06-07 11:36:51,Chinese community in Negeri Sembilan discusses local council performance. — Temiang,Chinese community in Negeri Sembilan discusses local council performance. — Temiang,en,Temiang,N12,Seremban,PH,Calon BN,Local Government Services,neutral,-0.29,surprise,1536,123,201,12989.0,1860,support,,,neutral,False,False,False,Low
N9CN-00166,TikTok,N9 Biz Watch,Political,Government Agency,https://example.com/post/166,2026-06-07 00:13:51,伊党因素让部分选民担忧。 #Jelebu,Faktor PAS membuat sebahagian pengundi bimbang. (Jelebu),zh-TW,Jelebu,N02,Jelebu,MCA,Local ADUN,PAS Factor,negative,-0.09,anger,3173,673,307,21592.0,4153,neutral,,oppose,oppose,False,False,False,Medium
N9CN-00167,Facebook,芙蓉街坊,Community,Public User,https://example.com/post/167,2026-06-04 11:37:15,波德申旅游季，本地商家希望州政府多宣传。 #Jempol,Musim pelancongan Port Dickson — peniaga tempatan harap kerajaan negeri lebih promosi. (Jempol),zh-TW,Jempol,N08,Jempol,,Calon PH,SME and Business,positive,0.44,surprise,2380,703,176,9194.0,3259,,oppose,,support,False,False,False,Medium
N9CN-00168,Community pages,N9 Biz Watch,Organisation,ADUN,https://example.com/post/168,2026-06-03 12:36:04,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Kuala Pilah,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Kuala Pilah)",zh-CN,Kuala Pilah,N18,Kuala Pilah,DAP,Local ADUN,Local Government Services,neutral,0.76,trust,463,204,136,11047.0,803,neutral,,neutral,oppose,False,False,False,Low
N9CN-00169,TikTok,Public User_4821,Media,Chinese Media,https://example.com/post/169,2026-06-10 07:00:03,Traffic congestion in Seremban city centre frustrates residents. — Rasah,Traffic congestion in Seremban city centre frustrates residents. — Rasah,en,Rasah,N22,Seremban,Bersatu,Calon PN,Road and Traffic,neutral,0.95,fear,2561,565,27,,3153,,neutral,support,neutral,False,False,False,Medium
N9CN-00170,TikTok,芙蓉街坊,Community,ADUN,https://example.com/post/170,2026-05-02 22:32:02,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,[BM] Campuran: 森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,mixed,Bukit Kepayang,N21,Seremban,BN,Calon PN,Local Government Services,positive,0.5,surprise,4559,270,66,,4895,oppose,,oppose,support,False,True,False,Low
N9CN-00171,X,MCA N9 Community,Community,Public User,https://example.com/post/171,2026-05-18 12:21:35,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidu,mixed,Bahau,N08,Jempol,PKR,Calon PH,Cost of Living,neutral,0.77,surprise,1305,425,278,6525.0,2008,support,support,oppose,,False,False,False,Medium
N9CN-00172,Community pages,Harakah Digital,Political,Public User,https://example.com/post/172,2026-05-25 23:12:48,马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,mixed,Mambau,N23,Seremban,Bersatu,,Cost of Living,negative,-0.41,surprise,2629,390,58,35904.0,3077,neutral,oppose,support,support,False,True,False,Critical
N9CN-00173,Community pages,Seremban Voice,Organisation,ADUN,https://example.com/post/173,2026-06-01 09:17:54,马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 马口小贩反映市议会执法太严，生意难做。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,mixed,Bukit Kepayang,N21,Seremban,PH,Calon BN,Cost of Living,negative,0.43,trust,1746,701,217,13972.0,2664,support,support,support,neutral,False,False,False,Low
N9CN-00174,YouTube,Seremban Voice,Community,ADUN,https://example.com/post/174,2026-06-04 23:11:37,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,[BM] Campuran: 森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidu,mixed,Seremban Jaya,N24,Seremban,PAS,Calon PN,Cost of Living,negative,0.7,fear,3178,461,322,21235.0,3961,support,oppose,oppose,support,True,False,False,Medium
N9CN-00175,TikTok,N9 Biz Watch,Media,ADUN,https://example.com/post/175,2026-05-31 18:43:00,Traffic congestion in Seremban city centre frustrates residents. — Chennah,Traffic congestion in Seremban city centre frustrates residents. — Chennah,en,Chennah,N02,Jelebu,Bersatu,Calon PH,Road and Traffic,neutral,0.84,anger,252,485,80,9437.0,817,support,support,support,,False,False,False,Medium
N9CN-00176,Facebook,DAP NS Updates,Community,ADUN,https://example.com/post/176,2026-05-10 10:24:23,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,[BM] Campuran: 森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,mixed,Jempol,N08,Jempol,,Calon PH,Local Government Services,positive,0.3,sadness,2816,216,211,34090.0,3243,support,oppose,support,oppose,False,False,False,Medium
N9CN-00177,X,Sin Chew NS,Media,Political Party,https://example.com/post/177,2026-05-22 21:02:26,伊党因素让部分选民担忧。 #Lobak,Faktor PAS membuat sebahagian pengundi bimbang. (Lobak),zh-TW,Lobak,N11,Seremban,PN,Calon PH,PAS Factor,neutral,0.44,neutral,2925,131,343,7056.0,3399,oppose,,neutral,support,False,False,False,Medium
N9CN-00178,X,Nilai Residents,Community,MP,https://example.com/post/178,2026-06-07 14:40:08,波德申旅游季，本地商家希望州政府多宣传。 #Bahau,Musim pelancongan Port Dickson — peniaga tempatan harap kerajaan negeri lebih promosi. (Bahau),zh-TW,Bahau,N08,Jempol,Bersatu,Anthony Loke,SME and Business,negative,0.29,trust,3572,283,184,,4039,oppose,neutral,neutral,oppose,False,False,False,Critical
N9CN-00179,Community pages,DAP NS Updates,Media,Influencer,https://example.com/post/179,2026-06-01 17:51:29,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Nilai,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Nilai)",zh-CN,Nilai,N10,Seremban,Bersatu,Anthony Loke,Local Government Services,negative,0.78,sadness,255,595,296,39168.0,1146,oppose,neutral,,support,False,True,False,Low
N9CN-00180,Chinese online media,Nilai Residents,Media,ADUN,https://example.com/post/180,2026-06-05 17:24:31,Politik agama jangan jadi isu utama PRN NS. (Port Dickson),Politik agama jangan jadi isu utama PRN NS. (Port Dickson),ms,Port Dickson,N29,Port Dickson,PH,Anthony Loke,Race and Religion,positive,0.69,anger,1358,775,263,,2396,support,oppose,oppose,neutral,False,False,False,Low
