date,state,parlimen,parliament_code,parliament_name,dun,dun_code,dun_name,sex,age,ethnicity,population
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.48 Skudai,N.48,Skudai,both,overall,citizen,132.522
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.48 Skudai,N.48,Skudai,both,overall,noncitizen,5.31
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.48 Skudai,N.48,Skudai,female,overall,overall,64.955
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.48 Skudai,N.48,Skudai,male,overall,overall,72.877
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.49 Kota Iskandar,N.49,Kota Iskandar,both,overall,overall,309.865
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.49 Kota Iskandar,N.49,Kota Iskandar,both,overall,citizen,284.644
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.49 Kota Iskandar,N.49,Kota Iskandar,both,overall,noncitizen,25.221
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.49 Kota Iskandar,N.49,Kota Iskandar,female,overall,overall,146.93
2020-01-01,Johor,P.162 Iskandar Puteri,P.162,Iskandar Puteri,N.49 Kota Iskandar,N.49,Kota Iskandar,male,overall,overall,162.935
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.50 Bukit Permai,N.50,Bukit Permai,both,overall,overall,77.377
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.50 Bukit Permai,N.50,Bukit Permai,both,overall,citizen,72.737
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.50 Bukit Permai,N.50,Bukit Permai,both,overall,noncitizen,4.64
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.50 Bukit Permai,N.50,Bukit Permai,female,overall,overall,36.879
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.50 Bukit Permai,N.50,Bukit Permai,male,overall,overall,40.498
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.51 Bukit Batu,N.51,Bukit Batu,both,overall,overall,81.646
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.51 Bukit Batu,N.51,Bukit Batu,both,overall,citizen,76.513
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.51 Bukit Batu,N.51,Bukit Batu,both,overall,noncitizen,5.133
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.51 Bukit Batu,N.51,Bukit Batu,female,overall,overall,38.846
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.51 Bukit Batu,N.51,Bukit Batu,male,overall,overall,42.8
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.52 Senai,N.52,Senai,both,overall,overall,128.381
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.52 Senai,N.52,Senai,both,overall,citizen,91.804
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.52 Senai,N.52,Senai,both,overall,noncitizen,36.577
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.52 Senai,N.52,Senai,female,overall,overall,54.211
2020-01-01,Johor,P.163 Kulai,P.163,Kulai,N.52 Senai,N.52,Senai,male,overall,overall,74.17
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.53 Benut,N.53,Benut,both,overall,overall,29.033
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.53 Benut,N.53,Benut,both,overall,citizen,27.53
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.53 Benut,N.53,Benut,both,overall,noncitizen,1.503
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.53 Benut,N.53,Benut,female,overall,overall,13.925
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.53 Benut,N.53,Benut,male,overall,overall,15.108
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.54 Pulai Sebatang,N.54,Pulai Sebatang,both,overall,overall,52.745
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.54 Pulai Sebatang,N.54,Pulai Sebatang,both,overall,citizen,49.94
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.54 Pulai Sebatang,N.54,Pulai Sebatang,both,overall,noncitizen,2.805
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.54 Pulai Sebatang,N.54,Pulai Sebatang,female,overall,overall,25.031
2020-01-01,Johor,P.164 Pontian,P.164,Pontian,N.54 Pulai Sebatang,N.54,Pulai Sebatang,male,overall,overall,27.714
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.55 Pekan Nanas,N.55,Pekan Nanas,both,overall,overall,51.711
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.55 Pekan Nanas,N.55,Pekan Nanas,both,overall,citizen,45.325
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.55 Pekan Nanas,N.55,Pekan Nanas,both,overall,noncitizen,6.386
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.55 Pekan Nanas,N.55,Pekan Nanas,female,overall,overall,22.844
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.55 Pekan Nanas,N.55,Pekan Nanas,male,overall,overall,28.867
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.56 Kukup,N.56,Kukup,both,overall,overall,39.829
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.56 Kukup,N.56,Kukup,both,overall,citizen,37.188
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.56 Kukup,N.56,Kukup,both,overall,noncitizen,2.641
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.56 Kukup,N.56,Kukup,female,overall,overall,18.271
2020-01-01,Johor,P.165 Tanjung Piai,P.165,Tanjung Piai,N.56 Kukup,N.56,Kukup,male,overall,overall,21.558
