state,date,sex,age,ethnicity,population,age_band
Negeri Sembilan,2020-01-01,male,50-54,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,other_noncitizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,overall,31.3,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,bumi_malay,17.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,bumi_other,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,chinese,8.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,indian,4.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,55-59,other_noncitizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,overall,22.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,bumi_malay,12.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,bumi_other,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,chinese,6.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,indian,3.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,60-64,other_noncitizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,65-69,overall,18.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,bumi_malay,9.9,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,chinese,5.5,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,indian,2.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,other_citizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,65-69,other_noncitizen,0.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,overall,11.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,bumi_malay,5.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,chinese,4.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,indian,1.6,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,70-74,other_noncitizen,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,overall,5.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,bumi_malay,2.3,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,chinese,2.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,indian,0.6,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,75-79,other_noncitizen,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,overall,3.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,bumi_malay,1.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,chinese,1.5,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,indian,0.4,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,80-84,other_noncitizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,overall,1.3,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,bumi_malay,0.5,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,chinese,0.6,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,indian,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,male,85+,other_noncitizen,0.0,Elderly (65+)
